date,country,rate,currency
15-Jan-01,Sri Lanka,ND,Rupee
16-Jan-01,Sri Lanka,84.9900,Rupee
17-Jan-01,Sri Lanka,84.9900,Rupee
18-Jan-01,Sri Lanka,85.1000,Rupee
6-Apr-01,United Kingdom,1.4383,Pound
9-Apr-01,United Kingdom,1.4470,Pound
10-Apr-01,United Kingdom,1.4360,Pound
11-Apr-01,United Kingdom,1.4340,Pound
20-Feb-01,Taiwan,32.3000,Dollar
21-Feb-01,Taiwan,32.3000,Dollar
22-Feb-01,Taiwan,32.3800,Dollar
23-Feb-01,Taiwan,32.4000,Dollar
23-Jan-01,South Korea,1275.1000,Won
24-Jan-01,South Korea,1275.8000,Won
25-Jan-01,South Korea,1277.5000,Won
26-Jan-01,South Korea,1281.9000,Won
16-Apr-01,Thailand,45.5800,Baht
17-Apr-01,Thailand,45.5300,Baht
18-Apr-01,Thailand,45.2200,Baht
19-Apr-01,Thailand,45.4000,Baht
14-Feb-01,Switzerland,1.6690,Franc
15-Feb-01,Switzerland,1.6920,Franc
16-Feb-01,Switzerland,1.6763,Franc
19-Feb-01,Switzerland,ND,Franc
13-Feb-01,Sweden,9.7975,Krona
14-Feb-01,Sweden,9.8330,Krona
15-Feb-01,Sweden,9.8820,Krona
16-Feb-01,Sweden,9.8020,Krona
19-Apr-01,Venezuela,0.7097,Bolivar
20-Apr-01,Venezuela,0.7115,Bolivar
23-Apr-01,Venezuela,0.7119,Bolivar
19-Jan-01,Sri Lanka,85.1000,Rupee
22-Jan-01,Sri Lanka,85.2000,Rupee
23-Jan-01,Sri Lanka,85.3500,Rupee
12-Apr-01,United Kingdom,1.4391,Pound
13-Apr-01,United Kingdom,1.4354,Pound
16-Apr-01,United Kingdom,1.4360,Pound
17-Apr-01,United Kingdom,1.4287,Pound
26-Feb-01,Taiwan,32.4000,Dollar
27-Feb-01,Taiwan,32.4000,Dollar
28-Feb-01,Taiwan,32.4000,Dollar
1-Mar-01,Taiwan,32.3800,Dollar
29-Jan-01,South Korea,1266.0000,Won
30-Jan-01,South Korea,1265.5000,Won
31-Jan-01,South Korea,1258.0000,Won
20-Apr-01,Thailand,45.6800,Baht
23-Apr-01,Thailand,45.4800,Baht
24-Apr-01,Thailand,45.5600,Baht
25-Apr-01,Thailand,45.6300,Baht
26-Apr-01,Thailand,45.7200,Baht
20-Feb-01,Switzerland,1.6870,Franc
21-Feb-01,Switzerland,1.6897,Franc
22-Feb-01,Switzerland,1.6903,Franc
23-Feb-01,Switzerland,1.6885,Franc
19-Feb-01,Sweden,ND,Krona
20-Feb-01,Sweden,9.8765,Krona
21-Feb-01,Sweden,9.9400,Krona
22-Feb-01,Sweden,9.9730,Krona
24-Apr-01,Venezuela,0.7118,Bolivar
25-Apr-01,Venezuela,0.7120,Bolivar
26-Apr-01,Venezuela,0.7118,Bolivar
27-Apr-01,Venezuela,0.7120,Bolivar
24-Jan-01,Sri Lanka,91.0000,Rupee
25-Jan-01,Sri Lanka,93.0000,Rupee
26-Jan-01,Sri Lanka,89.9000,Rupee
29-Jan-01,Sri Lanka,89.5000,Rupee
30-Jan-01,Sri Lanka,89.9000,Rupee
18-Apr-01,United Kingdom,1.4257,Pound
19-Apr-01,United Kingdom,1.4366,Pound
20-Apr-01,United Kingdom,1.4428,Pound
2-Mar-01,Taiwan,32.4000,Dollar
5-Mar-01,Taiwan,32.4000,Dollar
6-Mar-01,Taiwan,32.4000,Dollar
7-Mar-01,Taiwan,32.4200,Dollar
1-Feb-01,South Korea,1257.0000,Won
2-Feb-01,South Korea,1249.5000,Won
5-Feb-01,South Korea,1263.0000,Won
6-Feb-01,South Korea,1259.0000,Won
27-Apr-01,Thailand,45.7200,Baht
30-Apr-01,Thailand,45.6500,Baht
1-May-01,Thailand,45.6500,Baht
2-May-01,Thailand,45.5300,Baht
26-Feb-01,Switzerland,1.6895,Franc
27-Feb-01,Switzerland,1.6837,Franc
28-Feb-01,Switzerland,1.6736,Franc
1-Mar-01,Switzerland,1.6557,Franc
23-Feb-01,Sweden,9.9530,Krona
26-Feb-01,Sweden,9.9220,Krona
27-Feb-01,Sweden,9.9080,Krona
28-Feb-01,Sweden,9.8150,Krona
30-Apr-01,Venezuela,0.7123,Bolivar
1-May-01,Venezuela,0.7125,Bolivar
2-May-01,Venezuela,0.7128,Bolivar
3-May-01,Venezuela,0.7130,Bolivar
31-Jan-01,Sri Lanka,90.0000,Rupee
1-Feb-01,Sri Lanka,90.4000,Rupee
2-Feb-01,Sri Lanka,88.5000,Rupee
5-Feb-01,Sri Lanka,88.5000,Rupee
6-Feb-01,Sri Lanka,87.3000,Rupee
7-Feb-01,Sri Lanka,87.5000,Rupee
23-Apr-01,United Kingdom,1.4377,Pound
24-Apr-01,United Kingdom,1.4365,Pound
25-Apr-01,United Kingdom,1.4397,Pound
26-Apr-01,United Kingdom,1.4378,Pound
8-Mar-01,Taiwan,32.4200,Dollar
9-Mar-01,Taiwan,32.4500,Dollar
12-Mar-01,Taiwan,32.4800,Dollar
7-Feb-01,South Korea,1270.0000,Won
8-Feb-01,South Korea,1267.0000,Won
9-Feb-01,South Korea,1265.0000,Won
12-Feb-01,South Korea,1264.1000,Won
3-May-01,Thailand,45.4500,Baht
4-May-01,Thailand,45.6800,Baht
7-May-01,Thailand,45.6400,Baht
8-May-01,Thailand,45.6600,Baht
2-Mar-01,Switzerland,1.6465,Franc
5-Mar-01,Switzerland,1.6538,Franc
6-Mar-01,Switzerland,1.6523,Franc
1-Mar-01,Sweden,9.7325,Krona
2-Mar-01,Sweden,9.6820,Krona
5-Mar-01,Sweden,9.7450,Krona
6-Mar-01,Sweden,9.6730,Krona
7-Mar-01,Sweden,9.7520,Krona
4-May-01,Venezuela,0.7134,Bolivar
7-May-01,Venezuela,0.7137,Bolivar
8-May-01,Venezuela,0.7138,Bolivar
9-May-01,Venezuela,0.7144,Bolivar
8-Feb-01,Sri Lanka,87.5000,Rupee
9-Feb-01,Sri Lanka,86.9000,Rupee
12-Feb-01,Sri Lanka,86.6000,Rupee
27-Apr-01,United Kingdom,1.4362,Pound
30-Apr-01,United Kingdom,1.4306,Pound
1-May-01,United Kingdom,1.4340,Pound
2-May-01,United Kingdom,1.4345,Pound
13-Mar-01,Taiwan,32.5700,Dollar
14-Mar-01,Taiwan,32.5300,Dollar
15-Mar-01,Taiwan,32.6100,Dollar
16-Mar-01,Taiwan,32.7300,Dollar
13-Feb-01,South Korea,1255.5000,Won
14-Feb-01,South Korea,1252.5000,Won
15-Feb-01,South Korea,1242.0000,Won
16-Feb-01,South Korea,1244.0000,Won
9-May-01,Thailand,45.5900,Baht
10-May-01,Thailand,45.4900,Baht
11-May-01,Thailand,45.4800,Baht
7-Mar-01,Switzerland,1.6582,Franc
8-Mar-01,Switzerland,1.6593,Franc
9-Mar-01,Switzerland,1.6545,Franc
8-Mar-01,Sweden,9.7460,Krona
9-Mar-01,Sweden,9.7575,Krona
12-Mar-01,Sweden,9.8300,Krona
13-Mar-01,Sweden,10.0135,Krona
10-May-01,Venezuela,0.7140,Bolivar
11-May-01,Venezuela,0.7147,Bolivar
14-May-01,Venezuela,0.7150,Bolivar
13-Feb-01,Sri Lanka,87.5000,Rupee
14-Feb-01,Sri Lanka,87.0000,Rupee
15-Feb-01,Sri Lanka,85.9000,Rupee
16-Feb-01,Sri Lanka,87.0000,Rupee
3-May-01,United Kingdom,1.4322,Pound
4-May-01,United Kingdom,1.4362,Pound
7-May-01,United Kingdom,1.4400,Pound
8-May-01,United Kingdom,1.4315,Pound
19-Mar-01,Taiwan,32.8000,Dollar
20-Mar-01,Taiwan,32.7850,Dollar
21-Mar-01,Taiwan,32.8200,Dollar
22-Mar-01,Taiwan,32.9200,Dollar
19-Feb-01,South Korea,ND,Won
20-Feb-01,South Korea,1234.0000,Won
21-Feb-01,South Korea,1240.0000,Won
14-May-01,Thailand,45.5500,Baht
15-May-01,Thailand,45.5100,Baht
16-May-01,Thailand,45.3700,Baht
17-May-01,Thailand,45.3500,Baht
12-Mar-01,Switzerland,1.6555,Franc
13-Mar-01,Switzerland,1.6838,Franc
14-Mar-01,Switzerland,1.6840,Franc
15-Mar-01,Switzerland,1.7002,Franc
14-Mar-01,Sweden,10.0101,Krona
15-Mar-01,Sweden,10.0980,Krona
16-Mar-01,Sweden,10.2490,Krona
15-May-01,Venezuela,0.7148,Bolivar
16-May-01,Venezuela,0.7153,Bolivar
17-May-01,Venezuela,0.7156,Bolivar
18-May-01,Venezuela,0.7165,Bolivar
19-Feb-01,Sri Lanka,ND,Rupee
20-Feb-01,Sri Lanka,85.4000,Rupee
21-Feb-01,Sri Lanka,85.5000,Rupee
22-Feb-01,Sri Lanka,87.0000,Rupee
9-May-01,United Kingdom,1.4209,Pound
10-May-01,United Kingdom,1.4186,Pound
11-May-01,United Kingdom,1.4177,Pound
23-Mar-01,Taiwan,32.8500,Dollar
26-Mar-01,Taiwan,32.7200,Dollar
27-Mar-01,Taiwan,32.6700,Dollar
28-Mar-01,Taiwan,32.6700,Dollar
22-Feb-01,South Korea,1241.1000,Won
23-Feb-01,South Korea,1249.1000,Won
26-Feb-01,South Korea,1247.1000,Won
27-Feb-01,South Korea,1249.5000,Won
18-May-01,Thailand,45.5400,Baht
21-May-01,Thailand,45.6200,Baht
22-May-01,Thailand,45.6400,Baht
16-Mar-01,Switzerland,1.7160,Franc
19-Mar-01,Switzerland,1.7068,Franc
20-Mar-01,Switzerland,1.6957,Franc
19-Mar-01,Sweden,10.1950,Krona
20-Mar-01,Sweden,10.1260,Krona
21-Mar-01,Sweden,10.2540,Krona
22-Mar-01,Sweden,10.4300,Krona
21-May-01,Venezuela,0.7150,Bolivar
22-May-01,Venezuela,0.7150,Bolivar
23-May-01,Venezuela,0.7163,Bolivar
24-May-01,Venezuela,0.7166,Bolivar
23-Feb-01,Sri Lanka,87.0000,Rupee
26-Feb-01,Sri Lanka,86.0800,Rupee
27-Feb-01,Sri Lanka,87.0000,Rupee
28-Feb-01,Sri Lanka,87.0000,Rupee
14-May-01,United Kingdom,1.4176,Pound
15-May-01,United Kingdom,1.4236,Pound
16-May-01,United Kingdom,1.4293,Pound
17-May-01,United Kingdom,1.4310,Pound
29-Mar-01,Taiwan,32.8000,Dollar
30-Mar-01,Taiwan,32.8500,Dollar
2-Apr-01,Taiwan,32.9700,Dollar
28-Feb-01,South Korea,1254.8000,Won
1-Mar-01,South Korea,1253.1000,Won
2-Mar-01,South Korea,1268.0000,Won
23-May-01,Thailand,45.5000,Baht
24-May-01,Thailand,45.4300,Baht
25-May-01,Thailand,45.5900,Baht
28-May-01,Thailand,ND,Baht
21-Mar-01,Switzerland,1.7085,Franc
22-Mar-01,Switzerland,1.7233,Franc
23-Mar-01,Switzerland,1.7155,Franc
26-Mar-01,Switzerland,1.7155,Franc
23-Mar-01,Sweden,10.2530,Krona
26-Mar-01,Sweden,10.2220,Krona
27-Mar-01,Sweden,10.2370,Krona
25-May-01,Venezuela,0.7173,Bolivar
28-May-01,Venezuela,ND,Bolivar
29-May-01,Venezuela,0.7165,Bolivar
30-May-01,Venezuela,0.7153,Bolivar
1-Mar-01,Sri Lanka,87.0000,Rupee
2-Mar-01,Sri Lanka,87.0000,Rupee
5-Mar-01,Sri Lanka,87.0000,Rupee
18-May-01,United Kingdom,1.4333,Pound
21-May-01,United Kingdom,1.4380,Pound
22-May-01,United Kingdom,1.4278,Pound
3-Apr-01,Taiwan,32.8900,Dollar
4-Apr-01,Taiwan,33.0000,Dollar
5-Apr-01,Taiwan,32.9000,Dollar
6-Apr-01,Taiwan,32.9000,Dollar
5-Mar-01,South Korea,1275.0000,Won
6-Mar-01,South Korea,1265.5000,Won
7-Mar-01,South Korea,1274.5000,Won
8-Mar-01,South Korea,1272.0000,Won
29-May-01,Thailand,45.4300,Baht
30-May-01,Thailand,45.4300,Baht
31-May-01,Thailand,45.4100,Baht
1-Jun-01,Thailand,45.4000,Baht
27-Mar-01,Switzerland,1.7198,Franc
28-Mar-01,Switzerland,1.7245,Franc
29-Mar-01,Switzerland,1.7323,Franc
28-Mar-01,Sweden,10.3410,Krona
29-Mar-01,Sweden,10.4075,Krona
30-Mar-01,Sweden,10.3800,Krona
2-Apr-01,Sweden,10.3850,Krona
31-May-01,Venezuela,0.7160,Bolivar
1-Jun-01,Venezuela,0.7148,Bolivar
4-Jun-01,Venezuela,0.7157,Bolivar
6-Mar-01,Sri Lanka,85.1000,Rupee
7-Mar-01,Sri Lanka,85.3000,Rupee
23-May-01,United Kingdom,1.4245,Pound
24-May-01,United Kingdom,1.4103,Pound
25-May-01,United Kingdom,1.4207,Pound
9-Apr-01,Taiwan,33.0000,Dollar
10-Apr-01,Taiwan,32.9900,Dollar
11-Apr-01,Taiwan,32.9700,Dollar
9-Mar-01,South Korea,1269.1000,Won
12-Mar-01,South Korea,1280.0000,Won
13-Mar-01,South Korea,1276.0000,Won
4-Jun-01,Thailand,45.4000,Baht
5-Jun-01,Thailand,45.0000,Baht
30-Mar-01,Switzerland,1.7360,Franc
2-Apr-01,Switzerland,1.7317,Franc
3-Apr-01,Sweden,10.2720,Krona
4-Apr-01,Sweden,10.2340,Krona
5-Jun-01,Venezuela,0.7158,Bolivar
6-Jun-01,Venezuela,0.7158,Bolivar
7-Jun-01,Venezuela,0.7160,Bolivar
8-Jun-01,Venezuela,0.7158,Bolivar
8-Mar-01,Sri Lanka,85.4000,Rupee
9-Mar-01,Sri Lanka,84.4000,Rupee
12-Mar-01,Sri Lanka,84.5000,Rupee
28-May-01,United Kingdom,ND,Pound
29-May-01,United Kingdom,1.4187,Pound
12-Apr-01,Taiwan,32.9200,Dollar
13-Apr-01,Taiwan,32.9700,Dollar
16-Apr-01,Taiwan,32.9500,Dollar
14-Mar-01,South Korea,1278.0000,Won
15-Mar-01,South Korea,1286.0000,Won
16-Mar-01,South Korea,1295.0000,Won
6-Jun-01,Thailand,45.2800,Baht
7-Jun-01,Thailand,45.1800,Baht
3-Apr-01,Switzerland,1.7120,Franc
4-Apr-01,Switzerland,1.6951,Franc
5-Apr-01,Switzerland,1.7020,Franc
6-Apr-01,Switzerland,1.7000,Franc
5-Apr-01,Sweden,10.1910,Krona
6-Apr-01,Sweden,10.1150,Krona
11-Jun-01,Venezuela,0.7163,Bolivar
12-Jun-01,Venezuela,0.7167,Bolivar
13-Jun-01,Venezuela,0.7170,Bolivar
13-Mar-01,Sri Lanka,84.6000,Rupee
14-Mar-01,Sri Lanka,85.1000,Rupee
15-Mar-01,Sri Lanka,85.5000,Rupee
30-May-01,United Kingdom,1.4251,Pound
31-May-01,United Kingdom,1.4175,Pound
1-Jun-01,United Kingdom,1.4160,Pound
17-Apr-01,Taiwan,32.9700,Dollar
18-Apr-01,Taiwan,32.9700,Dollar
19-Apr-01,Taiwan,32.8500,Dollar
19-Mar-01,South Korea,1298.0000,Won
20-Mar-01,South Korea,1297.0100,Won
21-Mar-01,South Korea,1310.0000,Won
22-Mar-01,South Korea,1324.0000,Won
8-Jun-01,Thailand,45.1400,Baht
11-Jun-01,Thailand,45.2100,Baht
12-Jun-01,Thailand,45.2900,Baht
9-Apr-01,Switzerland,1.6955,Franc
10-Apr-01,Switzerland,1.7165,Franc
11-Apr-01,Switzerland,1.7161,Franc
9-Apr-01,Sweden,10.1310,Krona
10-Apr-01,Sweden,10.1750,Krona
11-Apr-01,Sweden,10.2100,Krona
14-Jun-01,Venezuela,0.7171,Bolivar
15-Jun-01,Venezuela,0.7175,Bolivar
16-Mar-01,Sri Lanka,85.5000,Rupee
19-Mar-01,Sri Lanka,85.5500,Rupee
20-Mar-01,Sri Lanka,85.5500,Rupee
4-Jun-01,United Kingdom,1.4123,Pound
5-Jun-01,United Kingdom,1.4113,Pound
6-Jun-01,United Kingdom,1.3906,Pound
20-Apr-01,Taiwan,32.9100,Dollar
23-Apr-01,Taiwan,32.9400,Dollar
24-Apr-01,Taiwan,32.9200,Dollar
23-Mar-01,South Korea,1310.0000,Won
26-Mar-01,South Korea,1310.7000,Won
27-Mar-01,South Korea,1312.0000,Won
28-Mar-01,South Korea,1302.0000,Won
13-Jun-01,Thailand,45.3800,Baht
14-Jun-01,Thailand,45.3700,Baht
15-Jun-01,Thailand,45.3100,Baht
12-Apr-01,Switzerland,1.7062,Franc
13-Apr-01,Switzerland,1.7127,Franc
16-Apr-01,Switzerland,1.7180,Franc
12-Apr-01,Sweden,10.1280,Krona
13-Apr-01,Sweden,10.1750,Krona
16-Apr-01,Sweden,10.1930,Krona
18-Jun-01,Venezuela,0.7157,Bolivar
19-Jun-01,Venezuela,0.7178,Bolivar
20-Jun-01,Venezuela,0.7183,Bolivar
21-Mar-01,Sri Lanka,85.7500,Rupee
22-Mar-01,Sri Lanka,85.7500,Rupee
23-Mar-01,Sri Lanka,85.6000,Rupee
7-Jun-01,United Kingdom,1.3900,Pound
8-Jun-01,United Kingdom,1.3817,Pound
11-Jun-01,United Kingdom,1.3730,Pound
25-Apr-01,Taiwan,32.9300,Dollar
26-Apr-01,Taiwan,32.8900,Dollar
27-Apr-01,Taiwan,32.9700,Dollar
29-Mar-01,South Korea,1323.0000,Won
30-Mar-01,South Korea,1332.0000,Won
2-Apr-01,South Korea,1350.0000,Won
18-Jun-01,Thailand,45.3600,Baht
19-Jun-01,Thailand,45.2300,Baht
20-Jun-01,Thailand,45.2600,Baht
17-Apr-01,Switzerland,1.7310,Franc
18-Apr-01,Switzerland,1.7375,Franc
19-Apr-01,Switzerland,1.7170,Franc
17-Apr-01,Sweden,10.2902,Krona
18-Apr-01,Sweden,10.2800,Krona
19-Apr-01,Sweden,10.1370,Krona
20-Apr-01,Sweden,10.0820,Krona
21-Jun-01,Venezuela,0.7190,Bolivar
22-Jun-01,Venezuela,0.7184,Bolivar
25-Jun-01,Venezuela,0.7185,Bolivar
26-Mar-01,Sri Lanka,85.7000,Rupee
27-Mar-01,Sri Lanka,86.1000,Rupee
28-Mar-01,Sri Lanka,86.4500,Rupee
12-Jun-01,United Kingdom,1.3781,Pound
13-Jun-01,United Kingdom,1.3909,Pound
14-Jun-01,United Kingdom,1.4005,Pound
30-Apr-01,Taiwan,32.9400,Dollar
1-May-01,Taiwan,32.9500,Dollar
2-May-01,Taiwan,32.9000,Dollar
3-May-01,Taiwan,32.8900,Dollar
3-Apr-01,South Korea,1350.0000,Won
4-Apr-01,South Korea,1369.0000,Won
5-Apr-01,South Korea,1352.0000,Won
21-Jun-01,Thailand,45.2800,Baht
22-Jun-01,Thailand,45.2500,Baht
25-Jun-01,Thailand,45.1400,Baht
20-Apr-01,Switzerland,1.6926,Franc
23-Apr-01,Switzerland,1.7087,Franc
24-Apr-01,Switzerland,1.7115,Franc
25-Apr-01,Switzerland,1.7075,Franc
23-Apr-01,Sweden,10.2120,Krona
24-Apr-01,Sweden,10.2530,Krona
25-Apr-01,Sweden,10.2230,Krona
26-Apr-01,Sweden,10.1345,Krona
26-Jun-01,Venezuela,0.7188,Bolivar
27-Jun-01,Venezuela,0.7193,Bolivar
28-Jun-01,Venezuela,0.7194,Bolivar
29-Mar-01,Sri Lanka,86.6000,Rupee
30-Mar-01,Sri Lanka,86.6000,Rupee
2-Apr-01,Sri Lanka,86.6000,Rupee
3-Apr-01,Sri Lanka,87.5000,Rupee
15-Jun-01,United Kingdom,1.4056,Pound
18-Jun-01,United Kingdom,1.4034,Pound
19-Jun-01,United Kingdom,1.4008,Pound
4-May-01,Taiwan,32.9100,Dollar
7-May-01,Taiwan,32.9000,Dollar
8-May-01,Taiwan,32.9100,Dollar
6-Apr-01,South Korea,1342.1000,Won
9-Apr-01,South Korea,1341.9000,Won
10-Apr-01,South Korea,1334.0000,Won
26-Jun-01,Thailand,45.2300,Baht
27-Jun-01,Thailand,45.2500,Baht
28-Jun-01,Thailand,45.3000,Baht
26-Apr-01,Switzerland,1.7060,Franc
27-Apr-01,Switzerland,1.7232,Franc
30-Apr-01,Switzerland,1.7345,Franc
27-Apr-01,Sweden,10.1925,Krona
30-Apr-01,Sweden,10.2600,Krona
1-May-01,Sweden,10.2080,Krona
29-Jun-01,Venezuela,0.7194,Bolivar
2-Jul-01,Venezuela,0.7187,Bolivar
3-Jul-01,Venezuela,0.7194,Bolivar
4-Jul-01,Venezuela,ND,Bolivar
4-Apr-01,Sri Lanka,88.1000,Rupee
5-Apr-01,Sri Lanka,88.1000,Rupee
6-Apr-01,Sri Lanka,88.1000,Rupee
9-Apr-01,Sri Lanka,88.0000,Rupee
20-Jun-01,United Kingdom,1.3952,Pound
21-Jun-01,United Kingdom,1.4167,Pound
22-Jun-01,United Kingdom,1.4140,Pound
9-May-01,Taiwan,32.9100,Dollar
10-May-01,Taiwan,32.9200,Dollar
11-May-01,Taiwan,32.9200,Dollar
14-May-01,Taiwan,32.8900,Dollar
11-Apr-01,South Korea,1326.0000,Won
12-Apr-01,South Korea,1316.1000,Won
13-Apr-01,South Korea,1325.3000,Won
29-Jun-01,Thailand,45.2700,Baht
2-Jul-01,Thailand,45.3300,Baht
3-Jul-01,Thailand,45.4500,Baht
4-Jul-01,Thailand,ND,Baht
1-May-01,Switzerland,1.7255,Franc
2-May-01,Switzerland,1.7307,Franc
3-May-01,Switzerland,1.7355,Franc
2-May-01,Sweden,10.2360,Krona
3-May-01,Sweden,10.2700,Krona
4-May-01,Sweden,10.2000,Krona
5-Jul-01,Venezuela,0.7197,Bolivar
6-Jul-01,Venezuela,0.7208,Bolivar
9-Jul-01,Venezuela,0.7200,Bolivar
10-Jul-01,Venezuela,0.7205,Bolivar
10-Apr-01,Sri Lanka,87.6000,Rupee
11-Apr-01,Sri Lanka,88.0000,Rupee
12-Apr-01,Sri Lanka,87.7500,Rupee
13-Apr-01,Sri Lanka,87.7600,Rupee
25-Jun-01,United Kingdom,1.4130,Pound
26-Jun-01,United Kingdom,1.4154,Pound
27-Jun-01,United Kingdom,1.4190,Pound
28-Jun-01,United Kingdom,1.4070,Pound
15-May-01,Taiwan,32.9500,Dollar
16-May-01,Taiwan,33.0000,Dollar
17-May-01,Taiwan,33.0000,Dollar
18-May-01,Taiwan,32.9800,Dollar
16-Apr-01,South Korea,1330.0000,Won
17-Apr-01,South Korea,1325.0000,Won
18-Apr-01,South Korea,1316.0000,Won
5-Jul-01,Thailand,45.5800,Baht
6-Jul-01,Thailand,45.3800,Baht
9-Jul-01,Thailand,45.4700,Baht
4-May-01,Switzerland,1.7304,Franc
7-May-01,Switzerland,1.7305,Franc
8-May-01,Switzerland,1.7420,Franc
7-May-01,Sweden,10.2360,Krona
8-May-01,Sweden,10.2930,Krona
9-May-01,Sweden,10.2840,Krona
11-Jul-01,Venezuela,0.7210,Bolivar
12-Jul-01,Venezuela,0.7215,Bolivar
13-Jul-01,Venezuela,0.7220,Bolivar
16-Apr-01,Sri Lanka,87.3000,Rupee
17-Apr-01,Sri Lanka,87.5000,Rupee
18-Apr-01,Sri Lanka,87.7000,Rupee
29-Jun-01,United Kingdom,1.4077,Pound
2-Jul-01,United Kingdom,1.4168,Pound
3-Jul-01,United Kingdom,1.4058,Pound
21-May-01,Taiwan,33.4500,Dollar
22-May-01,Taiwan,33.4700,Dollar
19-Apr-01,South Korea,1299.0000,Won
20-Apr-01,South Korea,1313.1000,Won
23-Apr-01,South Korea,1314.5000,Won
24-Apr-01,South Korea,1307.0000,Won
10-Jul-01,Thailand,45.4900,Baht
11-Jul-01,Thailand,45.5900,Baht
12-Jul-01,Thailand,45.5700,Baht
9-May-01,Switzerland,1.7429,Franc
10-May-01,Switzerland,1.7485,Franc
11-May-01,Switzerland,1.7522,Franc
10-May-01,Sweden,10.2900,Krona
11-May-01,Sweden,10.2580,Krona
14-May-01,Sweden,10.3250,Krona
16-Jul-01,Venezuela,0.7228,Bolivar
17-Jul-01,Venezuela,0.7228,Bolivar
18-Jul-01,Venezuela,0.7237,Bolivar
19-Jul-01,Venezuela,0.7235,Bolivar
19-Apr-01,Sri Lanka,87.8000,Rupee
20-Apr-01,Sri Lanka,88.2000,Rupee
23-Apr-01,Sri Lanka,88.4000,Rupee
4-Jul-01,United Kingdom,ND,Pound
5-Jul-01,United Kingdom,1.3998,Pound
6-Jul-01,United Kingdom,1.4106,Pound
9-Jul-01,United Kingdom,1.4081,Pound
23-May-01,Taiwan,33.4500,Dollar
24-May-01,Taiwan,33.5000,Dollar
25-May-01,Taiwan,33.5500,Dollar
28-May-01,Taiwan,ND,Dollar
25-Apr-01,South Korea,1307.9000,Won
26-Apr-01,South Korea,1317.0000,Won
27-Apr-01,South Korea,1328.0000,Won
13-Jul-01,Thailand,45.7000,Baht
16-Jul-01,Thailand,45.7600,Baht
17-Jul-01,Thailand,45.7100,Baht
14-May-01,Switzerland,1.7516,Franc
15-May-01,Switzerland,1.7432,Franc
16-May-01,Switzerland,1.7329,Franc
17-May-01,Switzerland,1.7393,Franc
15-May-01,Sweden,10.2530,Krona
16-May-01,Sweden,10.2680,Krona
17-May-01,Sweden,10.2230,Krona
18-May-01,Sweden,10.2500,Krona
20-Jul-01,Venezuela,0.7240,Bolivar
23-Jul-01,Venezuela,0.7243,Bolivar
24-Jul-01,Venezuela,0.7243,Bolivar
25-Jul-01,Venezuela,0.7248,Bolivar
24-Apr-01,Sri Lanka,88.9000,Rupee
25-Apr-01,Sri Lanka,88.9000,Rupee
26-Apr-01,Sri Lanka,89.4000,Rupee
10-Jul-01,United Kingdom,1.4098,Pound
11-Jul-01,United Kingdom,1.4121,Pound
12-Jul-01,United Kingdom,1.4065,Pound
13-Jul-01,United Kingdom,1.3995,Pound
29-May-01,Taiwan,34.0500,Dollar
30-May-01,Taiwan,34.0200,Dollar
31-May-01,Taiwan,33.9500,Dollar
30-Apr-01,South Korea,1319.0000,Won
1-May-01,South Korea,1319.0000,Won
2-May-01,South Korea,1310.0000,Won
18-Jul-01,Thailand,45.7800,Baht
19-Jul-01,Thailand,45.7300,Baht
20-Jul-01,Thailand,45.8200,Baht
23-Jul-01,Thailand,45.7700,Baht
18-May-01,Switzerland,1.7486,Franc
21-May-01,Switzerland,1.7485,Franc
22-May-01,Switzerland,1.7666,Franc
23-May-01,Switzerland,1.7755,Franc
21-May-01,Sweden,10.2425,Krona
22-May-01,Sweden,10.3700,Krona
23-May-01,Sweden,10.5070,Krona
26-Jul-01,Venezuela,0.7259,Bolivar
27-Jul-01,Venezuela,0.7243,Bolivar
30-Jul-01,Venezuela,0.7260,Bolivar
31-Jul-01,Venezuela,0.7275,Bolivar
27-Apr-01,Sri Lanka,90.0000,Rupee
30-Apr-01,Sri Lanka,90.7000,Rupee
1-May-01,Sri Lanka,90.7000,Rupee
2-May-01,Sri Lanka,93.0000,Rupee
16-Jul-01,United Kingdom,1.4011,Pound
17-Jul-01,United Kingdom,1.4037,Pound
18-Jul-01,United Kingdom,1.4160,Pound
1-Jun-01,Taiwan,34.1000,Dollar
4-Jun-01,Taiwan,34.1000,Dollar
5-Jun-01,Taiwan,34.0800,Dollar
3-May-01,South Korea,1296.0000,Won
4-May-01,South Korea,1292.5000,Won
7-May-01,South Korea,1297.1000,Won
8-May-01,South Korea,1304.0000,Won
24-Jul-01,Thailand,45.7200,Baht
25-Jul-01,Thailand,45.7500,Baht
26-Jul-01,Thailand,45.7100,Baht
24-May-01,Switzerland,1.7793,Franc
25-May-01,Switzerland,1.7790,Franc
24-May-01,Sweden,10.5250,Krona
25-May-01,Sweden,10.5350,Krona
1-Aug-01,Venezuela,0.7275,Bolivar
2-Aug-01,Venezuela,0.7287,Bolivar
3-Aug-01,Venezuela,0.7288,Bolivar
3-May-01,Sri Lanka,92.9000,Rupee
4-May-01,Sri Lanka,90.6000,Rupee
7-May-01,Sri Lanka,90.4500,Rupee
19-Jul-01,United Kingdom,1.4190,Pound
20-Jul-01,United Kingdom,1.4290,Pound
