date,country,rate,currency
3-Jan-00,Canada,1.4465,Dollar
4-Jan-00,Canada,1.4518,Dollar
5-Jan-00,Canada,1.4518,Dollar
6-Jan-00,Canada,1.4571,Dollar
7-Jan-00,Canada,1.4505,Dollar
10-Jan-00,Canada,1.4568,Dollar
11-Jan-00,Canada,1.4570,Dollar
3-Jan-00,Brazil,1.8050,Real
4-Jan-00,Australia,0.6562,Dollar
3-Jan-00,Greece,325.2000,Drachma
3-Jan-00,EMU member countries,1.0155,Euro
3-Jan-00,Denmark,7.3290,Krone
3-Jan-00,"China, P.R.",8.2798,Yuan
3-Jan-00,New Zealand,0.5254,Dollar
12-Jan-00,Canada,1.4550,Dollar
13-Jan-00,Canada,1.4495,Dollar
14-Jan-00,Canada,1.4497,Dollar
17-Jan-00,Canada,ND,Dollar
18-Jan-00,Canada,1.4502,Dollar
19-Jan-00,Canada,1.4527,Dollar
4-Jan-00,Brazil,1.8405,Real
5-Jan-00,Brazil,1.8560,Real
6-Jan-00,Brazil,1.8400,Real
7-Jan-00,Brazil,1.8310,Real
5-Jan-00,Australia,0.6550,Dollar
6-Jan-00,Australia,0.6540,Dollar
7-Jan-00,Australia,0.6548,Dollar
10-Jan-00,Australia,0.6561,Dollar
11-Jan-00,Australia,0.6575,Dollar
4-Jan-00,Greece,320.5500,Drachma
5-Jan-00,Greece,320.1000,Drachma
6-Jan-00,Greece,320.5000,Drachma
7-Jan-00,Greece,320.6500,Drachma
10-Jan-00,Greece,322.1500,Drachma
4-Jan-00,EMU member countries,1.0309,Euro
5-Jan-00,EMU member countries,1.0335,Euro
6-Jan-00,EMU member countries,1.0324,Euro
7-Jan-00,EMU member countries,1.0294,Euro
10-Jan-00,EMU member countries,1.0252,Euro
4-Jan-00,Denmark,7.2180,Krone
5-Jan-00,Denmark,7.2080,Krone
6-Jan-00,Denmark,7.2125,Krone
7-Jan-00,Denmark,7.2285,Krone
10-Jan-00,Denmark,7.2540,Krone
4-Jan-00,"China, P.R.",8.2799,Yuan
5-Jan-00,"China, P.R.",8.2798,Yuan
6-Jan-00,"China, P.R.",8.2797,Yuan
7-Jan-00,"China, P.R.",8.2794,Yuan
10-Jan-00,"China, P.R.",8.2794,Yuan
11-Jan-00,"China, P.R.",8.2795,Yuan
4-Jan-00,New Zealand,0.5198,Dollar
5-Jan-00,New Zealand,0.5171,Dollar
6-Jan-00,New Zealand,0.5145,Dollar
7-Jan-00,New Zealand,0.5160,Dollar
10-Jan-00,New Zealand,0.5168,Dollar
11-Jan-00,New Zealand,0.5164,Dollar
20-Jan-00,Canada,1.4484,Dollar
21-Jan-00,Canada,1.4420,Dollar
24-Jan-00,Canada,1.4400,Dollar
25-Jan-00,Canada,1.4389,Dollar
26-Jan-00,Canada,1.4379,Dollar
27-Jan-00,Canada,1.4350,Dollar
10-Jan-00,Brazil,1.8190,Real
11-Jan-00,Brazil,1.8225,Real
12-Jan-00,Brazil,1.8350,Real
13-Jan-00,Brazil,1.8140,Real
14-Jan-00,Brazil,1.8050,Real
12-Jan-00,Australia,0.6578,Dollar
13-Jan-00,Australia,0.6687,Dollar
14-Jan-00,Australia,0.6665,Dollar
17-Jan-00,Australia,ND,Dollar
18-Jan-00,Australia,0.6640,Dollar
11-Jan-00,Greece,320.7000,Drachma
12-Jan-00,Greece,321.4000,Drachma
13-Jan-00,Greece,322.5000,Drachma
14-Jan-00,Greece,327.2600,Drachma
17-Jan-00,Greece,ND,Drachma
11-Jan-00,EMU member countries,1.0322,Euro
12-Jan-00,EMU member countries,1.0281,Euro
13-Jan-00,EMU member countries,1.0270,Euro
14-Jan-00,EMU member countries,1.0128,Euro
17-Jan-00,EMU member countries,ND,Euro
11-Jan-00,Denmark,7.2140,Krone
12-Jan-00,Denmark,7.2360,Krone
13-Jan-00,Denmark,7.2520,Krone
14-Jan-00,Denmark,7.3470,Krone
17-Jan-00,Denmark,ND,Krone
18-Jan-00,Denmark,7.3560,Krone
12-Jan-00,"China, P.R.",8.2796,Yuan
13-Jan-00,"China, P.R.",8.2798,Yuan
14-Jan-00,"China, P.R.",8.2797,Yuan
17-Jan-00,"China, P.R.",ND,Yuan
18-Jan-00,"China, P.R.",8.2793,Yuan
12-Jan-00,New Zealand,0.5185,Dollar
13-Jan-00,New Zealand,0.5240,Dollar
14-Jan-00,New Zealand,0.5212,Dollar
17-Jan-00,New Zealand,ND,Dollar
18-Jan-00,New Zealand,0.5170,Dollar
19-Jan-00,New Zealand,0.5155,Dollar
28-Jan-00,Canada,1.4495,Dollar
31-Jan-00,Canada,1.4517,Dollar
1-Feb-00,Canada,1.4468,Dollar
2-Feb-00,Canada,1.4435,Dollar
3-Feb-00,Canada,1.4417,Dollar
17-Jan-00,Brazil,ND,Real
18-Jan-00,Brazil,1.7942,Real
19-Jan-00,Brazil,1.7930,Real
20-Jan-00,Brazil,1.7785,Real
21-Jan-00,Brazil,1.7800,Real
24-Jan-00,Brazil,1.7680,Real
25-Jan-00,Brazil,1.7800,Real
19-Jan-00,Australia,0.6634,Dollar
20-Jan-00,Australia,0.6666,Dollar
21-Jan-00,Australia,0.6621,Dollar
24-Jan-00,Australia,0.6544,Dollar
25-Jan-00,Australia,0.6542,Dollar
26-Jan-00,Australia,0.6505,Dollar
18-Jan-00,Greece,326.7500,Drachma
19-Jan-00,Greece,327.1500,Drachma
20-Jan-00,Greece,326.6000,Drachma
21-Jan-00,Greece,328.1500,Drachma
24-Jan-00,Greece,330.9000,Drachma
25-Jan-00,Greece,330.2000,Drachma
18-Jan-00,EMU member countries,1.0121,Euro
19-Jan-00,EMU member countries,1.0115,Euro
20-Jan-00,EMU member countries,1.0133,Euro
21-Jan-00,EMU member countries,1.0100,Euro
24-Jan-00,EMU member countries,1.0019,Euro
25-Jan-00,EMU member countries,1.0041,Euro
19-Jan-00,Denmark,7.3655,Krone
20-Jan-00,Denmark,7.3430,Krone
21-Jan-00,Denmark,7.3725,Krone
24-Jan-00,Denmark,7.4280,Krone
25-Jan-00,Denmark,7.4120,Krone
26-Jan-00,Denmark,7.4330,Krone
19-Jan-00,"China, P.R.",8.2797,Yuan
20-Jan-00,"China, P.R.",8.2794,Yuan
21-Jan-00,"China, P.R.",8.2795,Yuan
24-Jan-00,"China, P.R.",8.2789,Yuan
25-Jan-00,"China, P.R.",8.2786,Yuan
20-Jan-00,New Zealand,0.5132,Dollar
21-Jan-00,New Zealand,0.5104,Dollar
24-Jan-00,New Zealand,0.5061,Dollar
25-Jan-00,New Zealand,0.5068,Dollar
26-Jan-00,New Zealand,0.5060,Dollar
27-Jan-00,New Zealand,0.5072,Dollar
4-Feb-00,Canada,1.4467,Dollar
7-Feb-00,Canada,1.4457,Dollar
8-Feb-00,Canada,1.4473,Dollar
9-Feb-00,Canada,1.4443,Dollar
10-Feb-00,Canada,1.4500,Dollar
11-Feb-00,Canada,1.4515,Dollar
26-Jan-00,Brazil,1.7810,Real
27-Jan-00,Brazil,1.7800,Real
28-Jan-00,Brazil,1.7900,Real
31-Jan-00,Brazil,1.8020,Real
1-Feb-00,Brazil,1.7950,Real
2-Feb-00,Brazil,1.7850,Real
27-Jan-00,Australia,0.6550,Dollar
28-Jan-00,Australia,0.6265,Dollar
31-Jan-00,Australia,0.6382,Dollar
1-Feb-00,Australia,0.6315,Dollar
2-Feb-00,Australia,0.6360,Dollar
26-Jan-00,Greece,330.8500,Drachma
27-Jan-00,Greece,335.4000,Drachma
28-Jan-00,Greece,339.4000,Drachma
31-Jan-00,Greece,340.7000,Drachma
1-Feb-00,Greece,341.0000,Drachma
2-Feb-00,Greece,339.9200,Drachma
26-Jan-00,EMU member countries,1.0011,Euro
27-Jan-00,EMU member countries,0.9890,Euro
28-Jan-00,EMU member countries,0.9765,Euro
31-Jan-00,EMU member countries,0.9757,Euro
1-Feb-00,EMU member countries,0.9731,Euro
2-Feb-00,EMU member countries,0.9768,Euro
27-Jan-00,Denmark,7.5250,Krone
28-Jan-00,Denmark,7.6165,Krone
31-Jan-00,Denmark,7.6330,Krone
1-Feb-00,Denmark,7.6445,Krone
2-Feb-00,Denmark,7.6215,Krone
3-Feb-00,Denmark,7.5200,Krone
26-Jan-00,"China, P.R.",8.2782,Yuan
27-Jan-00,"China, P.R.",8.2783,Yuan
28-Jan-00,"China, P.R.",8.2781,Yuan
31-Jan-00,"China, P.R.",8.2777,Yuan
1-Feb-00,"China, P.R.",8.2774,Yuan
2-Feb-00,"China, P.R.",8.2773,Yuan
28-Jan-00,New Zealand,0.4870,Dollar
31-Jan-00,New Zealand,0.4953,Dollar
1-Feb-00,New Zealand,0.4904,Dollar
2-Feb-00,New Zealand,0.4898,Dollar
3-Feb-00,New Zealand,0.4967,Dollar
4-Feb-00,New Zealand,0.4930,Dollar
14-Feb-00,Canada,1.4547,Dollar
15-Feb-00,Canada,1.4585,Dollar
16-Feb-00,Canada,1.4520,Dollar
17-Feb-00,Canada,1.4522,Dollar
18-Feb-00,Canada,1.4512,Dollar
3-Feb-00,Brazil,1.7750,Real
4-Feb-00,Brazil,1.7730,Real
7-Feb-00,Brazil,1.7700,Real
8-Feb-00,Brazil,1.7650,Real
9-Feb-00,Brazil,1.7700,Real
10-Feb-00,Brazil,1.7700,Real
3-Feb-00,Australia,0.6387,Dollar
4-Feb-00,Australia,0.6315,Dollar
7-Feb-00,Australia,0.6339,Dollar
8-Feb-00,Australia,0.6353,Dollar
9-Feb-00,Australia,0.6345,Dollar
10-Feb-00,Australia,0.6320,Dollar
3-Feb-00,Greece,335.8000,Drachma
4-Feb-00,Greece,340.8500,Drachma
7-Feb-00,Greece,340.0000,Drachma
8-Feb-00,Greece,337.2500,Drachma
3-Feb-00,EMU member countries,0.9887,Euro
4-Feb-00,EMU member countries,0.9760,Euro
7-Feb-00,EMU member countries,0.9783,Euro
8-Feb-00,EMU member countries,0.9862,Euro
9-Feb-00,EMU member countries,0.9914,Euro
4-Feb-00,Denmark,7.6260,Krone
7-Feb-00,Denmark,7.6090,Krone
8-Feb-00,Denmark,7.5455,Krone
9-Feb-00,Denmark,7.5040,Krone
10-Feb-00,Denmark,7.5470,Krone
3-Feb-00,"China, P.R.",8.2781,Yuan
4-Feb-00,"China, P.R.",8.2788,Yuan
7-Feb-00,"China, P.R.",8.2788,Yuan
8-Feb-00,"China, P.R.",8.2788,Yuan
9-Feb-00,"China, P.R.",8.2788,Yuan
7-Feb-00,New Zealand,0.4936,Dollar
8-Feb-00,New Zealand,0.4940,Dollar
9-Feb-00,New Zealand,0.4920,Dollar
10-Feb-00,New Zealand,0.4935,Dollar
11-Feb-00,New Zealand,0.4915,Dollar
21-Feb-00,Canada,ND,Dollar
22-Feb-00,Canada,1.4595,Dollar
23-Feb-00,Canada,1.4651,Dollar
24-Feb-00,Canada,1.4587,Dollar
25-Feb-00,Canada,1.4505,Dollar
11-Feb-00,Brazil,1.7670,Real
14-Feb-00,Brazil,1.7690,Real
15-Feb-00,Brazil,1.7830,Real
16-Feb-00,Brazil,1.7750,Real
11-Feb-00,Australia,0.6282,Dollar
14-Feb-00,Australia,0.6279,Dollar
15-Feb-00,Australia,0.6300,Dollar
16-Feb-00,Australia,0.6301,Dollar
17-Feb-00,Australia,0.6320,Dollar
18-Feb-00,Australia,0.6292,Dollar
9-Feb-00,Greece,335.4000,Drachma
10-Feb-00,Greece,337.7500,Drachma
11-Feb-00,Greece,338.3500,Drachma
14-Feb-00,Greece,340.6000,Drachma
15-Feb-00,Greece,338.9000,Drachma
10-Feb-00,EMU member countries,0.9865,Euro
11-Feb-00,EMU member countries,0.9847,Euro
14-Feb-00,EMU member countries,0.9783,Euro
15-Feb-00,EMU member countries,0.9834,Euro
11-Feb-00,Denmark,7.5660,Krone
14-Feb-00,Denmark,7.6120,Krone
15-Feb-00,Denmark,7.5743,Krone
16-Feb-00,Denmark,7.5670,Krone
17-Feb-00,Denmark,7.5550,Krone
10-Feb-00,"China, P.R.",8.2788,Yuan
11-Feb-00,"China, P.R.",8.2788,Yuan
14-Feb-00,"China, P.R.",8.2779,Yuan
15-Feb-00,"China, P.R.",8.2777,Yuan
16-Feb-00,"China, P.R.",8.2777,Yuan
14-Feb-00,New Zealand,0.4868,Dollar
15-Feb-00,New Zealand,0.4870,Dollar
16-Feb-00,New Zealand,0.4899,Dollar
17-Feb-00,New Zealand,0.4937,Dollar
28-Feb-00,Canada,1.4538,Dollar
29-Feb-00,Canada,1.4505,Dollar
1-Mar-00,Canada,1.4470,Dollar
2-Mar-00,Canada,1.4543,Dollar
3-Mar-00,Canada,1.4510,Dollar
17-Feb-00,Brazil,1.7770,Real
18-Feb-00,Brazil,1.7770,Real
21-Feb-00,Brazil,ND,Real
22-Feb-00,Brazil,1.7850,Real
23-Feb-00,Brazil,1.7900,Real
21-Feb-00,Australia,ND,Dollar
22-Feb-00,Australia,0.6257,Dollar
23-Feb-00,Australia,0.6196,Dollar
24-Feb-00,Australia,0.6144,Dollar
25-Feb-00,Australia,0.6175,Dollar
28-Feb-00,Australia,0.6116,Dollar
16-Feb-00,Greece,338.7000,Drachma
17-Feb-00,Greece,338.5000,Drachma
18-Feb-00,Greece,338.8500,Drachma
21-Feb-00,Greece,ND,Drachma
22-Feb-00,Greece,331.8500,Drachma
23-Feb-00,Greece,333.3000,Drachma
16-Feb-00,EMU member countries,0.9842,Euro
17-Feb-00,EMU member countries,0.9863,Euro
18-Feb-00,EMU member countries,0.9850,Euro
21-Feb-00,EMU member countries,ND,Euro
22-Feb-00,EMU member countries,1.0060,Euro
23-Feb-00,EMU member countries,1.0017,Euro
18-Feb-00,Denmark,7.5610,Krone
21-Feb-00,Denmark,ND,Krone
22-Feb-00,Denmark,7.4035,Krone
23-Feb-00,Denmark,7.4360,Krone
24-Feb-00,Denmark,7.5010,Krone
17-Feb-00,"China, P.R.",8.2772,Yuan
18-Feb-00,"China, P.R.",8.2772,Yuan
21-Feb-00,"China, P.R.",ND,Yuan
22-Feb-00,"China, P.R.",8.2773,Yuan
23-Feb-00,"China, P.R.",8.2780,Yuan
18-Feb-00,New Zealand,0.4909,Dollar
21-Feb-00,New Zealand,ND,Dollar
22-Feb-00,New Zealand,0.4917,Dollar
23-Feb-00,New Zealand,0.4855,Dollar
24-Feb-00,New Zealand,0.4867,Dollar
25-Feb-00,New Zealand,0.4882,Dollar
6-Mar-00,Canada,1.4555,Dollar
7-Mar-00,Canada,1.4527,Dollar
8-Mar-00,Canada,1.4592,Dollar
9-Mar-00,Canada,1.4570,Dollar
10-Mar-00,Canada,1.4575,Dollar
24-Feb-00,Brazil,1.7820,Real
25-Feb-00,Brazil,1.7740,Real
28-Feb-00,Brazil,1.7790,Real
29-Feb-00,Brazil,1.7690,Real
1-Mar-00,Brazil,1.7690,Real
2-Mar-00,Brazil,1.7590,Real
29-Feb-00,Australia,0.6155,Dollar
1-Mar-00,Australia,0.6067,Dollar
2-Mar-00,Australia,0.6077,Dollar
3-Mar-00,Australia,0.6082,Dollar
6-Mar-00,Australia,0.6016,Dollar
24-Feb-00,Greece,336.5500,Drachma
25-Feb-00,Greece,342.3500,Drachma
28-Feb-00,Greece,345.2500,Drachma
29-Feb-00,Greece,346.2500,Drachma
24-Feb-00,EMU member countries,0.9931,Euro
25-Feb-00,EMU member countries,0.9763,Euro
28-Feb-00,EMU member countries,0.9669,Euro
25-Feb-00,Denmark,7.6345,Krone
28-Feb-00,Denmark,7.6975,Krone
29-Feb-00,Denmark,7.7240,Krone
1-Mar-00,Denmark,7.6730,Krone
24-Feb-00,"China, P.R.",8.2780,Yuan
25-Feb-00,"China, P.R.",8.2786,Yuan
28-Feb-00,"China, P.R.",8.2786,Yuan
29-Feb-00,"China, P.R.",8.2786,Yuan
1-Mar-00,"China, P.R.",8.2786,Yuan
28-Feb-00,New Zealand,0.4846,Dollar
29-Feb-00,New Zealand,0.4865,Dollar
13-Mar-00,Canada,1.4614,Dollar
14-Mar-00,Canada,1.4632,Dollar
15-Mar-00,Canada,1.4680,Dollar
16-Mar-00,Canada,1.4724,Dollar
3-Mar-00,Brazil,1.7440,Real
6-Mar-00,Brazil,1.7470,Real
7-Mar-00,Brazil,1.7470,Real
8-Mar-00,Brazil,1.7540,Real
9-Mar-00,Brazil,1.7350,Real
7-Mar-00,Australia,0.6035,Dollar
8-Mar-00,Australia,0.6094,Dollar
9-Mar-00,Australia,0.6155,Dollar
1-Mar-00,Greece,344.0000,Drachma
2-Mar-00,Greece,347.1100,Drachma
3-Mar-00,Greece,346.8000,Drachma
29-Feb-00,EMU member countries,0.9643,Euro
1-Mar-00,EMU member countries,0.9700,Euro
2-Mar-00,EMU member countries,0.9619,Euro
2-Mar-00,Denmark,7.7446,Krone
3-Mar-00,Denmark,7.7415,Krone
6-Mar-00,Denmark,7.7550,Krone
7-Mar-00,Denmark,7.7870,Krone
2-Mar-00,"China, P.R.",8.2787,Yuan
3-Mar-00,"China, P.R.",8.2789,Yuan
6-Mar-00,"China, P.R.",8.2785,Yuan
7-Mar-00,"China, P.R.",8.2784,Yuan
1-Mar-00,New Zealand,0.4853,Dollar
2-Mar-00,New Zealand,0.4878,Dollar
3-Mar-00,New Zealand,0.4878,Dollar
6-Mar-00,New Zealand,0.4810,Dollar
7-Mar-00,New Zealand,0.4836,Dollar
17-Mar-00,Canada,1.4728,Dollar
20-Mar-00,Canada,1.4703,Dollar
21-Mar-00,Canada,1.4662,Dollar
22-Mar-00,Canada,1.4720,Dollar
23-Mar-00,Canada,1.4727,Dollar
24-Mar-00,Canada,1.4650,Dollar
27-Mar-00,Canada,1.4605,Dollar
10-Mar-00,Brazil,1.7380,Real
13-Mar-00,Brazil,1.7490,Real
14-Mar-00,Brazil,1.7380,Real
15-Mar-00,Brazil,1.7402,Real
16-Mar-00,Brazil,1.7360,Real
17-Mar-00,Brazil,1.7370,Real
20-Mar-00,Brazil,1.7400,Real
10-Mar-00,Australia,0.6136,Dollar
13-Mar-00,Australia,0.6165,Dollar
14-Mar-00,Australia,0.6140,Dollar
15-Mar-00,Australia,0.6125,Dollar
16-Mar-00,Australia,0.6107,Dollar
17-Mar-00,Australia,0.6067,Dollar
20-Mar-00,Australia,0.6065,Dollar
6-Mar-00,Greece,347.4000,Drachma
7-Mar-00,Greece,349.3500,Drachma
8-Mar-00,Greece,348.2500,Drachma
9-Mar-00,Greece,344.6000,Drachma
10-Mar-00,Greece,345.8000,Drachma
13-Mar-00,Greece,345.7000,Drachma
3-Mar-00,EMU member countries,0.9618,Euro
6-Mar-00,EMU member countries,0.9603,Euro
7-Mar-00,EMU member countries,0.9560,Euro
8-Mar-00,EMU member countries,0.9576,Euro
9-Mar-00,EMU member countries,0.9684,Euro
10-Mar-00,EMU member countries,0.9659,Euro
13-Mar-00,EMU member countries,0.9648,Euro
8-Mar-00,Denmark,7.7770,Krone
9-Mar-00,Denmark,7.6940,Krone
10-Mar-00,Denmark,7.7175,Krone
13-Mar-00,Denmark,7.7235,Krone
14-Mar-00,Denmark,7.7235,Krone
15-Mar-00,Denmark,7.6855,Krone
16-Mar-00,Denmark,7.6650,Krone
8-Mar-00,"China, P.R.",8.2786,Yuan
9-Mar-00,"China, P.R.",8.2787,Yuan
10-Mar-00,"China, P.R.",8.2785,Yuan
13-Mar-00,"China, P.R.",8.2781,Yuan
14-Mar-00,"China, P.R.",8.2780,Yuan
15-Mar-00,"China, P.R.",8.2778,Yuan
16-Mar-00,"China, P.R.",8.2777,Yuan
8-Mar-00,New Zealand,0.4875,Dollar
9-Mar-00,New Zealand,0.4917,Dollar
10-Mar-00,New Zealand,0.4950,Dollar
13-Mar-00,New Zealand,0.4933,Dollar
14-Mar-00,New Zealand,0.4904,Dollar
15-Mar-00,New Zealand,0.4885,Dollar
28-Mar-00,Canada,1.4541,Dollar
29-Mar-00,Canada,1.4555,Dollar
30-Mar-00,Canada,1.4557,Dollar
31-Mar-00,Canada,1.4538,Dollar
3-Apr-00,Canada,1.4548,Dollar
4-Apr-00,Canada,1.4531,Dollar
5-Apr-00,Canada,1.4548,Dollar
21-Mar-00,Brazil,1.7395,Real
22-Mar-00,Brazil,1.7290,Real
23-Mar-00,Brazil,1.7230,Real
24-Mar-00,Brazil,1.7300,Real
27-Mar-00,Brazil,1.7360,Real
28-Mar-00,Brazil,1.7490,Real
29-Mar-00,Brazil,1.7400,Real
21-Mar-00,Australia,0.6100,Dollar
22-Mar-00,Australia,0.6056,Dollar
23-Mar-00,Australia,0.6041,Dollar
24-Mar-00,Australia,0.6064,Dollar
27-Mar-00,Australia,0.6114,Dollar
28-Mar-00,Australia,0.6141,Dollar
29-Mar-00,Australia,0.6124,Dollar
14-Mar-00,Greece,345.8000,Drachma
15-Mar-00,Greece,344.1500,Drachma
16-Mar-00,Greece,343.5000,Drachma
17-Mar-00,Greece,344.1000,Drachma
20-Mar-00,Greece,343.9500,Drachma
21-Mar-00,Greece,344.1000,Drachma
22-Mar-00,Greece,347.4500,Drachma
14-Mar-00,EMU member countries,0.9644,Euro
15-Mar-00,EMU member countries,0.9696,Euro
16-Mar-00,EMU member countries,0.9710,Euro
17-Mar-00,EMU member countries,0.9694,Euro
20-Mar-00,EMU member countries,0.9710,Euro
21-Mar-00,EMU member countries,0.9703,Euro
22-Mar-00,EMU member countries,0.9608,Euro
17-Mar-00,Denmark,7.6760,Krone
20-Mar-00,Denmark,7.6670,Krone
21-Mar-00,Denmark,7.6760,Krone
22-Mar-00,Denmark,7.7510,Krone
23-Mar-00,Denmark,7.6875,Krone
24-Mar-00,Denmark,7.6575,Krone
27-Mar-00,Denmark,7.7190,Krone
17-Mar-00,"China, P.R.",8.2785,Yuan
20-Mar-00,"China, P.R.",8.2786,Yuan
21-Mar-00,"China, P.R.",8.2783,Yuan
22-Mar-00,"China, P.R.",8.2783,Yuan
23-Mar-00,"China, P.R.",8.2787,Yuan
24-Mar-00,"China, P.R.",8.2789,Yuan
27-Mar-00,"China, P.R.",8.2792,Yuan
28-Mar-00,"China, P.R.",8.2795,Yuan
16-Mar-00,New Zealand,0.4878,Dollar
17-Mar-00,New Zealand,0.4845,Dollar
20-Mar-00,New Zealand,0.4835,Dollar
21-Mar-00,New Zealand,0.4903,Dollar
22-Mar-00,New Zealand,0.4876,Dollar
23-Mar-00,New Zealand,0.4875,Dollar
6-Apr-00,Canada,1.4515,Dollar
7-Apr-00,Canada,1.4574,Dollar
10-Apr-00,Canada,1.4615,Dollar
11-Apr-00,Canada,1.4635,Dollar
12-Apr-00,Canada,1.4623,Dollar
13-Apr-00,Canada,1.4661,Dollar
30-Mar-00,Brazil,1.7530,Real
31-Mar-00,Brazil,1.7420,Real
3-Apr-00,Brazil,1.7420,Real
4-Apr-00,Brazil,1.7450,Real
5-Apr-00,Brazil,1.7550,Real
6-Apr-00,Brazil,1.7450,Real
7-Apr-00,Brazil,1.7460,Real
30-Mar-00,Australia,0.6125,Dollar
31-Mar-00,Australia,0.6062,Dollar
3-Apr-00,Australia,0.6073,Dollar
4-Apr-00,Australia,0.6032,Dollar
5-Apr-00,Australia,0.6053,Dollar
6-Apr-00,Australia,0.6016,Dollar
23-Mar-00,Greece,345.0700,Drachma
24-Mar-00,Greece,344.0000,Drachma
27-Mar-00,Greece,346.5000,Drachma
28-Mar-00,Greece,348.0000,Drachma
29-Mar-00,Greece,351.4000,Drachma
30-Mar-00,Greece,348.7500,Drachma
23-Mar-00,EMU member countries,0.9691,Euro
24-Mar-00,EMU member countries,0.9724,Euro
27-Mar-00,EMU member countries,0.9645,Euro
28-Mar-00,EMU member countries,0.9614,Euro
29-Mar-00,EMU member countries,0.9524,Euro
30-Mar-00,EMU member countries,0.9594,Euro
28-Mar-00,Denmark,7.7470,Krone
29-Mar-00,Denmark,7.8190,Krone
30-Mar-00,Denmark,7.7630,Krone
31-Mar-00,Denmark,7.7750,Krone
3-Apr-00,Denmark,7.7895,Krone
4-Apr-00,Denmark,7.7770,Krone
29-Mar-00,"China, P.R.",8.2789,Yuan
30-Mar-00,"China, P.R.",8.2788,Yuan
31-Mar-00,"China, P.R.",8.2787,Yuan
3-Apr-00,"China, P.R.",8.2786,Yuan
4-Apr-00,"China, P.R.",8.2791,Yuan
5-Apr-00,"China, P.R.",8.2795,Yuan
6-Apr-00,"China, P.R.",8.2795,Yuan
24-Mar-00,New Zealand,0.4883,Dollar
27-Mar-00,New Zealand,0.4932,Dollar
28-Mar-00,New Zealand,0.5025,Dollar
29-Mar-00,New Zealand,0.5015,Dollar
30-Mar-00,New Zealand,0.4990,Dollar
31-Mar-00,New Zealand,0.4960,Dollar
14-Apr-00,Canada,1.4767,Dollar
17-Apr-00,Canada,1.4855,Dollar
18-Apr-00,Canada,1.4837,Dollar
19-Apr-00,Canada,1.4761,Dollar
20-Apr-00,Canada,1.4725,Dollar
21-Apr-00,Canada,1.4750,Dollar
10-Apr-00,Brazil,1.7380,Real
11-Apr-00,Brazil,1.7475,Real
12-Apr-00,Brazil,1.7480,Real
13-Apr-00,Brazil,1.7640,Real
14-Apr-00,Brazil,1.7860,Real
17-Apr-00,Brazil,1.7890,Real
7-Apr-00,Australia,0.6003,Dollar
10-Apr-00,Australia,0.5991,Dollar
11-Apr-00,Australia,0.5957,Dollar
12-Apr-00,Australia,0.5970,Dollar
13-Apr-00,Australia,0.5963,Dollar
14-Apr-00,Australia,0.5972,Dollar
17-Apr-00,Australia,0.5913,Dollar
31-Mar-00,Greece,349.7500,Drachma
3-Apr-00,Greece,350.2000,Drachma
4-Apr-00,Greece,349.7000,Drachma
5-Apr-00,Greece,347.2500,Drachma
6-Apr-00,Greece,349.5000,Drachma
31-Mar-00,EMU member countries,0.9574,Euro
3-Apr-00,EMU member countries,0.9560,Euro
4-Apr-00,EMU member countries,0.9588,Euro
5-Apr-00,EMU member countries,0.9647,Euro
6-Apr-00,EMU member countries,0.9580,Euro
5-Apr-00,Denmark,7.7225,Krone
6-Apr-00,Denmark,7.7740,Krone
7-Apr-00,Denmark,7.7670,Krone
10-Apr-00,Denmark,7.7650,Krone
11-Apr-00,Denmark,7.7670,Krone
12-Apr-00,Denmark,7.7970,Krone
7-Apr-00,"China, P.R.",8.2795,Yuan
10-Apr-00,"China, P.R.",8.2798,Yuan
11-Apr-00,"China, P.R.",8.2791,Yuan
12-Apr-00,"China, P.R.",8.2796,Yuan
13-Apr-00,"China, P.R.",8.2794,Yuan
14-Apr-00,"China, P.R.",8.2794,Yuan
3-Apr-00,New Zealand,0.4998,Dollar
4-Apr-00,New Zealand,0.5007,Dollar
5-Apr-00,New Zealand,0.5033,Dollar
6-Apr-00,New Zealand,0.5010,Dollar
7-Apr-00,New Zealand,0.5003,Dollar
10-Apr-00,New Zealand,0.4985,Dollar
24-Apr-00,Canada,1.4763,Dollar
25-Apr-00,Canada,1.4699,Dollar
26-Apr-00,Canada,1.4758,Dollar
27-Apr-00,Canada,1.4792,Dollar
28-Apr-00,Canada,1.4818,Dollar
1-May-00,Canada,1.4783,Dollar
18-Apr-00,Brazil,1.7660,Real
19-Apr-00,Brazil,1.7660,Real
20-Apr-00,Brazil,1.7810,Real
21-Apr-00,Brazil,1.7790,Real
24-Apr-00,Brazil,1.7900,Real
25-Apr-00,Brazil,1.7900,Real
18-Apr-00,Australia,0.5946,Dollar
19-Apr-00,Australia,0.5957,Dollar
20-Apr-00,Australia,0.5931,Dollar
21-Apr-00,Australia,0.5925,Dollar
24-Apr-00,Australia,0.5945,Dollar
7-Apr-00,Greece,349.2000,Drachma
10-Apr-00,Greece,349.1000,Drachma
11-Apr-00,Greece,349.1000,Drachma
12-Apr-00,Greece,350.4000,Drachma
13-Apr-00,Greece,351.7500,Drachma
14-Apr-00,Greece,350.5400,Drachma
7-Apr-00,EMU member countries,0.9590,Euro
10-Apr-00,EMU member countries,0.9588,Euro
11-Apr-00,EMU member countries,0.9591,Euro
